Deer,,Glenn,57381
Deery,,Oisin,1743143
Deggan,,Mark,1842342
Degiuli,,Eric,1691746
Degraaf,,Darren,1908681
Delage-Beland,,Isabelle,2658381
Deline,,Tracy,75712
Delisle,,Jennifer,604416
Delongis,,Anita,41729
Demers,,Charles,1702907
Demirbas,,Seckin,2279562
Den Hoed,,Rebecca Carruthers,2628906
Dengate,,Jennifer,2301940
Dengin,,George,2289953
Denning,,Andrew,1878578
Denroche,,Heather,2187943
Derakhshandeh,,Babak,1684707
Deretic,,Momo,571820
Dergousoff,,Deborah,2239484
Derksen,,Ruth,468033
Desaulniers,,Shawn,1986076
Descalzo,,Rolando,2501944
Deslauriers,,Louis,1478171
Desmarais,,Sarah,1181657
Desrochers,,Philippe,1257985
Desroches,,Tyler,1888790
Devereux,,Michael,857068
deVilliers,,Jessica,249731
Devlin,,Angela,1477483
Devries,,Maggie,1808675
Devyver,,Baptiste,1926751
Dewar,,Anne,1733502
DeWreede,,Robert,43789
Dey,,Mohar,2194063
Dhar,,Tirtha,396247
Dhari,,Ranjit,2713963
Diaz,,Alejandra,2399272
Dick,,Alex,95468
Dickinson,,Kenny,1599667
Dickson,,Jenny,1633455
Diehl,,Robin,1483535
Dierker,,Steven,2607989
Dierkes,,Julian,2155063
Dileep,,Athaide,1820396
Dilley,,Sherrie,2123997
Dimitrova,,Milka,1651993
Dinat,,Deena,2544267
Ding,,Daniel,1810522
Dixon,,Joy,94817
Dixon,,David,36843
Djurdjevic,,Gordan,529708
Dober,,Jennifer,2153172
Doberstein,,Carey,2620094
Dodd,,Janey,2584921
Dodd,,Jordan,2381390
Dodson,,Alan,689437
Doebeli,,Michael,1952410
Doerksen,,Kevin,1862786
Dohaney,,Jacqueline,1306852
Dollinger,,Stefan,862982
Dominelli,,Paolo,1982890
Dommel,,Hermann,1107599
Dong,,Xuesen,2391736
Dongchen,,Hou,2467687
Donnelly,,Leeann,1694898
Donnelly,,Caitlin,2281459
Donner,,Simon,1046136
Donovan,,Grace,2225710
Dontsov,,Egor,2008464
Dorfmann,,William Bill,1909690
Dormuth,,Colin,2331196
Dorodnitsyn,,Vladimir,1450950
Doroudi,,Majid,851803
Dos Santos,,Pedro,2277006
Doucet,,Virginie,1041798
Doucet,,Arnaud,1270221
Douglas,,Carl,30188
Douglas,,Delia,2377804
Douglas,,Jennifer,2383911
Douglas,,Catherine,446500
Dowlatabadi,,Hadi,1672779
Doyle,Leigh,Elizabeth,2323849
